TRACK_ID,TRACK_NAME,TRACK_POPULARITY,TRACK_DURATION_MS,ARTIST_NAME,ARTIST_POPULARITY,ARTIST_FOLLOWERS,ARTIST_GENRES,ALBUM_NAME,RELEASE_YEAR
6MFVCPU3QN3YqMjJz4mtFe,When a Woman,40,198106,Shakira,85.0,39777995.0,latin pop,El Dorado,2017
3BUT32qmBXmlqp3EJkgRfp,Remember,52,189866,Hans Zimmer,77.0,4777574.0,soundtrack,The Lion King (Original Motion Picture Soundtrack),2019
1M4Ud66z18wuIq3oOxqVHa,bad idea!,1,219638,girl in red,73.0,8763286.0,bedroom pop,bad idea!,2019
5wtOHGEoLWLfQyqskk7C6s,you are my sunshine (sing-a-long),37,78533,Christina Perri,71.0,4307803.0,soft pop,songs for carmella: lullabies & sing-a-longs,2019
3OtMnyUaiipcAT23A8liyi,Swish Swish,63,242520,Katy Perry,83.0,38385499.0,pop,Witness (Deluxe),2017
2eAAEa8pxKF7My0EO4rFgR,Blow Your Mind (Mwah),65,178583,Dua Lipa,85.0,46886554.0,pop,Dua Lipa (Deluxe),2017
2MUKw7zEirXqdZZ3xC4hOf,Hallucinate,50,208505,Dua Lipa,85.0,46886554.0,pop,Future Nostalgia,2020
1xYpVRspgaLxdJLOTQkTjg,STOP TRYING TO BE GOD,66,338438,Travis Scott,89.0,41107596.0,rap,ASTROWORLD,2018
6Up545NUflOiXo8cEraH49,You Say,74,274693,Lauren Daigle,67.0,3134316.0,"christian, worship, ccm, christian pop",Look Up Child,2018
4PnNzWe1LJoAMD5j5RHpI0,DEVASTATED,63,207058,Joey Bada$$,70.0,3817987.0,"hip hop, rap",ALL-AMERIKKKAN BADA$$,2017
343YBumqHu19cGoGARUTsd,Fake Love,69,210937,Drake,95.0,103039388.0,rap,More Life,2017
5QKK7785dSYrutocW7lGub,Truth,51,211253,Ramin Djawadi,65.0,718254.0,soundtrack,Game Of Thrones: Season 7 (Music from the HBO Series),2017
7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),79,205040,A$AP Rocky,82.0,17326256.0,rap,TESTING,2018
1lOe9qE0vR9zwWQAOk6CoO,Ransom,82,131240,Lil Tecca,79.0,10163759.0,"melodic rap, rap",We Love You Tecca,2019
2DEZmgHKAvm41k4J3R2E9Y,Safaera,77,295176,Bad Bunny,95.0,102500980.0,"reggaeton, trap latino, urbano latino, latin",YHLQMDLG,2020
2Vastz1dhnZq0BhvasIgJ6,Half The World Away,36,198133,AURORA,72.0,4694955.0,"norwegian pop, art pop",All My Demons Greeting Me As A Friend (Deluxe),2016
2xB46Bj9HZ4cr058yN4Pla,Secrets,73,133331,A Boogie Wit da Hoodie,77.0,8986062.0,melodic rap,Artist 2.0 (Deluxe),2020
5HsPn6gWnDyW70FGOMHkg1,Humble And Kind,42,260026,Tim McGraw,69.0,5042529.0,"country, classic country",McGraw Machine Hits: 2013-2019 (Big Machine Radio Release Special),2020
1fipvP2zmef6vN2IwXfJhY,I’m Ready (with Demi Lovato),50,200838,Sam Smith,81.0,26272346.0,soft pop,I’m Ready (with Demi Lovato),2020
1AVtceapuF36oZqI9gzp0o,Don't Start Now,52,183290,Dua Lipa,85.0,46886554.0,pop,Future Nostalgia,2020
24ySl2hOPGCDcxBxFIqWBu,Rain On Me (with Ariana Grande),68,182200,Lady Gaga,88.0,42237551.0,"art pop, pop",Rain On Me (with Ariana Grande),2020
4EuGBkrWOuapwX9GSIVEB0,Dirt On My Boots,40,201893,Jon Pardi,73.0,2338518.0,"country, acoustic country",Good Morning Music: Country Jams,2019
7ce20yLkzuXXLUhzIDoZih,Before You Go,68,215106,Lewis Capaldi,79.0,14039018.0,soft pop,Before You Go,2019
4n1bdaKwynQndm47x5HqWX,Blue Tint,59,162800,Drake,95.0,103039388.0,rap,Scorpion,2018
1dS4l6xmdgEhCZTAhdOm4N,Serendipity (Full Length Edition),66,276707,BTS,85.0,81181104.0,k-pop,Love Yourself 結 'Answer',2018
1sdntExbJUWIqO4CyC0BBL,Running With The Wolves - Pablo Nouvelle Remix,29,230266,AURORA,72.0,4694955.0,"norwegian pop, art pop",All My Demons Greeting Me As A Friend (Deluxe),2016
7DrluKkTviBwCc8AV3VGmf,Clandestino,70,231920,Shakira,85.0,39777995.0,latin pop,Clandestino,2018
7igeByaBM0MgGsgXtNxDJ7,positions,0,172324,Ariana Grande,90.0,107374593.0,pop,positions,2020
5qCQyPB2MEICEcSC8WVbNx,White Girl,59,201333,Lil Peep,82.0,15684530.0,"emo rap, cloud rap","Come Over When You're Sober, Pt. 2",2018
7HYJqAMbKDJYRyEfUGOCBB,I'm Fine,64,240339,BTS,85.0,81181104.0,k-pop,Love Yourself 結 'Answer',2018
0lMbuWUpfTWhEmOKxppEau,Rollin (feat. Future & Khalid),62,272653,Calvin Harris,84.0,23078238.0,edm,Funk Wav Bounces Vol.1,2017
7dZ1Odmx9jWIweQSatnRqo,Million Reasons,75,205280,Lady Gaga,88.0,42237551.0,"art pop, pop",Joanne (Deluxe),2016
7vxLj7MREliG5i5vSnqSVr,Body,73,193840,Summer Walker,76.0,8011254.0,r&b,Over It,2019
4HbeGjbt7u3pvwDk1vN7P0,Mystery of Love,66,248964,Sufjan Stevens,70.0,2360290.0,baroque pop,Call Me By Your Name (Original Motion Picture Soundtrack),2017
3fRJwWQp9g2skjBFsNqHNV,Under Stars - Loon Remix,26,213093,AURORA,72.0,4694955.0,"norwegian pop, art pop",All My Demons Greeting Me As A Friend (Deluxe),2016
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,86,182160,Lewis Capaldi,79.0,14039018.0,soft pop,Divinely Uninspired To A Hellish Extent,2019
0w3Q14i073jLoew1hgJkwD,Heartache On The Dance Floor,75,205200,Jon Pardi,73.0,2338518.0,"country, acoustic country",California Sunrise,2016
7ghmZhLpmQe9nTluI1czmr,Say It,49,262521,Flume,68.0,2508510.0,future bass,Skin,2016
3A7qX2QjDlPnazUsRk5y0M,2U (feat. Justin Bieber),63,194896,David Guetta,87.0,27139342.0,edm,2U (feat. Justin Bieber),2017
0FE9t6xYkqWXU2ahLh6D8X,Shape of You,5,233712,Ed Sheeran,88.0,122773292.0,soft pop,Shape of You,2017
46NBoIAHrmR7qcUGCIFEjR,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),67,207272,David Guetta,87.0,27139342.0,edm,This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],2016
2RttW7RAu5nOAfq6YFvApB,Happier,75,207520,Ed Sheeran,88.0,122773292.0,soft pop,÷ (Deluxe),2017
2EgB4n6XyBsuNUbuarr4eG,New Freezer (feat. Kendrick Lamar),58,191937,Rich The Kid,63.0,3479471.0,trap,The World Is Yours,2018
0Ryd8975WihbObpp5cPW1t,boyfriend (with Social House),79,186106,Ariana Grande,90.0,107374593.0,pop,boyfriend,2019
6cblRiEGDRNZgowcm951R3,Sandra’s Rose,66,216333,Drake,95.0,103039388.0,rap,Scorpion,2018
76cy1WJvNGJTj78UqeA5zr,IDGAF,78,217946,Dua Lipa,85.0,46886554.0,pop,Dua Lipa (Deluxe),2017
7kuXNqy7yXiXhGzBcceCEG,Amarillo By Morning,47,172813,George Strait,72.0,5158411.0,"country, classic country, traditional country, honky tonk",Old Country Hits,2019
29f11nLUcMYQ2Ndbnb7N0o,Dancing With A Stranger (With Normani) - Acoustic,55,187621,Sam Smith,81.0,26272346.0,soft pop,Dancing With A Stranger (With Normani) [Acoustic],2019
2lLG56qpLP3UbcLuzMvkWX,Stop Breathing,68,218943,Playboi Carti,86.0,15021860.0,rage rap,Whole Lotta Red,2020
3GJ4hzg4lrGwU51Y3VARbF,Speechless,67,213386,Dan + Shay,66.0,3203185.0,country,Dan + Shay,2018
6HZILIRieu8S0iqY8kIKhj,DNA.,77,185946,Kendrick Lamar,89.0,44577310.0,"hip hop, west coast hip hop",DAMN.,2017
2x0RZdkZcD8QRI53XT4GI5,SOS (feat. Aloe Blacc),68,157202,Avicii,79.0,23434221.0,edm,TIM,2019
7AFASza1mXqntmGtbxXprO,changes,73,121886,XXXTENTACION,83.0,51710210.0,emo rap,?,2018
159ip0G1kN9u68FsczBhLj,a dream is a wish your heart makes (sing-a-long),37,125266,Christina Perri,71.0,4307803.0,soft pop,songs for carmella: lullabies & sing-a-longs,2019
4xD54NS4r4CCwuyIrYMEtV,you mean the whole wide world to me (sing-a-long),36,108933,Christina Perri,71.0,4307803.0,soft pop,songs for carmella: lullabies & sing-a-longs,2019
5o7ZDvfOry1MNhNLBOJulo,1000 Rounds,1,163355,Ghostemane,64.0,3698335.0,"trap metal, horrorcore, emo rap, cloud rap, rap metal",1000 Rounds,2017
4aBYzs8RxZMuqyOanNlf8I,Like I Do,47,201560,David Guetta,87.0,27139342.0,edm,7,2018
5Qn56ssVeZJfNwDCme7Eo0,Amarillo,60,219640,Shakira,85.0,39777995.0,latin pop,El Dorado,2017
4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",74,190440,Ariana Grande,90.0,107374593.0,pop,"thank u, next",2019
3u1S1OmAUhx5DRlLrXqyp3,Rise,59,194407,Jonas Blue,72.0,3877645.0,tropical house,Rise,2018
62vDrkBEyJYEOFj1ScBqM7,Sin Pijama,66,190160,Becky G,74.0,16646605.0,"reggaeton, latin",MALA SANTA,2019
1WjGvMbHE23jEipydV80Mu,FAKE LOVE (Rocking Vibe Mix),52,238494,BTS,85.0,81181104.0,k-pop,Love Yourself 結 'Answer',2018
2NlTOhsAamXOaZciOXbITb,Cold (feat. Future),74,234308,Maroon 5,85.0,45764832.0,pop,Red Pill Blues (Deluxe),2018
2U5WueTLIK5WJLD7mvDODv,Wishing Well,76,194621,Juice WRLD,85.0,42528657.0,"melodic rap, emo rap",Legends Never Die,2020
3ppVO2tyWRRznNmONvt7Se,Summers Over Interlude,72,106333,Drake,95.0,103039388.0,rap,Views,2016
4sPmO7WMQUAf45kwMOtONw,Hello,0,295493,Adele,83.0,66705650.0,soft pop,25,2016
7zLMYtNJcabv4h4wBnjNQI,M3tamorphosis (feat. Kid Cudi),59,312256,Playboi Carti,86.0,15021860.0,rage rap,Whole Lotta Red,2020
4cRBqWBjuccCowYVHFlXK6,Redemption,68,333946,Drake,95.0,103039388.0,rap,Views,2016
4nsn9ftA0W71lBXZLgGXho,AQUAFINA (feat. Rich The Kid),45,182560,Lil Peep,82.0,15684530.0,"emo rap, cloud rap",EVERYBODY'S EVERYTHING,2019
37FXw5QGFN7uwwsLy8uAc0,We Don't Talk Anymore (feat. Selena Gomez),63,217706,Charlie Puth,79.0,25301942.0,"soft pop, pop",Nine Track Mind,2016
7KZ5MMVgBVox9ycroB2UrI,CAROUSEL,63,180182,Travis Scott,89.0,41107596.0,rap,ASTROWORLD,2018
7nAfXgeHfDO50upcOjJOaq,Talking to Myself,60,231306,Linkin Park,88.0,31785695.0,"nu metal, rap metal, rock, alternative metal",One More Light,2017
08bNPGLD8AhKpnnERrAc6G,FRIENDS,17,202620,Marshmello,80.0,34476607.0,edm,FRIENDS,2018
4MXhiYIRDMGAuvZc5IFTwC,ASTROTHUNDER,77,142969,Travis Scott,89.0,41107596.0,rap,ASTROWORLD,2018
6zZhlOWizcEG1T7zsTdI6N,IDGAF,57,214293,Lil Peep,82.0,15684530.0,"emo rap, cloud rap","Come Over When You're Sober, Pt. 2",2018
70lnL3QaSOIIyMa2X9aVRL,Perro Fiel (feat. Nicky Jam),72,195213,Shakira,85.0,39777995.0,latin pop,El Dorado,2017
4dVpf9jZjcORqGTLUaeYj9,Plain Jane,68,173600,A$AP Ferg,68.0,4287336.0,rap,Still Striving,2017
2xneniL4mcJebMJnkle3vY,Karma - Sped Up,0,161540,Summer Walker,76.0,8011254.0,r&b,Karma (Sped Up),2018
03L2AoiRbWhvt7BDMx1jUB,U With Me?,65,297373,Drake,95.0,103039388.0,rap,Views,2016
2mIKaCZB2dlRWzRP7z2mwq,When I Lie,48,237000,Lil Peep,82.0,15684530.0,"emo rap, cloud rap",EVERYBODY'S EVERYTHING,2019
1TSJsPnpjyUFsffwekaUUg,Highway Don't Care,42,279066,Tim McGraw,69.0,5042529.0,"country, classic country",McGraw Machine Hits: 2013-2019,2020
2TXtN9MoV308Y0z1HvyTfV,You Make It Easy,76,193226,Jason Aldean,74.0,7052478.0,"country, acoustic country",Rearview Town,2018
1rqqCSm0Qe4I9rUvWncaom,High Hopes,79,190946,Panic! At The Disco,76.0,12721192.0,emo,Pray for the Wicked,2018
46ydq5g3k17iLJs3qMDvO6,Hurts So Good,68,208728,Astrid S,62.0,1379500.0,norwegian pop,Astrid S,2016
14gkWVFMwdxBMyqBw1wmIg,safety net (feat. Ty Dolla $ign),69,208457,Ariana Grande,90.0,107374593.0,pop,Positions,2020
54azQnjuDYDFfImXimGFsA,IDOL,57,260233,BTS,85.0,81181104.0,k-pop,Love Yourself 結 'Answer',2018
3L0IKstjUgDFVQAbQIRZRv,R.I.P.,71,192026,Playboi Carti,86.0,15021860.0,rage rap,Die Lit,2018
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),73,180522,Meek Mill,72.0,8277770.0,rap,Championships,2018
09IStsImFySgyp0pIQdqAc,The Middle,77,184732,Zedd,73.0,6111369.0,edm,The Middle,2018
7wBJfHzpfI3032CSD7CE2m,STARGAZING,73,270714,Travis Scott,89.0,41107596.0,rap,ASTROWORLD,2018
42fw0rxRO2xbesF6mJfd4Y,Tequila,67,196746,Dan + Shay,66.0,3203185.0,country,Dan + Shay,2018
3xYfDSxJhRLDIb1fw71WTw,Best Of Me,57,227191,BTS,85.0,81181104.0,k-pop,Love Yourself 結 'Answer',2018
5PjdC2gMATetx5xdnwGUu7,i wanna be your girlfriend,74,204990,girl in red,73.0,8763286.0,bedroom pop,i wanna be your girlfriend,2018
1HRTFytvp1Bs50ckTlL5qs,bad idea!,52,219638,girl in red,73.0,8763286.0,bedroom pop,chapter 2,2019
1oQDxrvz8PAxAAs0Sl1dcX,I Don't Want This Night To End,44,219973,Luke Bryan,74.0,9406293.0,"country, acoustic country",Best Country Of The Decade: 2011-2020,2020
7ujx3NYtwO2LkmKGz59mXp,HUMBLE.,3,177000,Kendrick Lamar,89.0,44577310.0,"hip hop, west coast hip hop",DAMN.,2017
4bXnJTJtfZ32yWoNDPjXn0,Running With The Wolves,49,194760,AURORA,72.0,4694955.0,"norwegian pop, art pop",All My Demons Greeting Me As A Friend (Deluxe),2016
7CAbF0By0Fpnbiu6Xn5ZF7,Kingslayer (feat. BABYMETAL),73,220041,Bring Me The Horizon,77.0,6631275.0,"metalcore, emo, screamo, rock, post-hardcore",POST HUMAN: SURVIVAL HORROR,2020
1imMjt1YGNebtrtTAprKV7,Love Again,57,258004,Dua Lipa,85.0,46886554.0,pop,Future Nostalgia,2020
6AzKhCHOms83jvNVLsz0Bt,Djadja (feat. Maluma) - Remix,59,166850,Aya Nakamura,70.0,5545344.0,"french r&b, pop urbaine",Djadja (feat. Maluma) [Remix],2020
7Dx9Z6Aon1qPS2N0rHSWTe,just like magic,65,149900,Ariana Grande,90.0,107374593.0,pop,Positions,2020
7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,79,271386,Kanye West,89.0,31038851.0,rap,ye,2018
7284Lm1fMEABEFBrtMgUWR,No Sleep Leak,46,189229,Lil Uzi Vert,82.0,19255400.0,melodic rap,Luv Is Rage 2 (Deluxe),2017
1jzOG0T6JjvaOoHgzl91Nd,Style Stealer (Lil Baby & Gunna),47,185381,Gunna,85.0,10342615.0,melodic rap,Drip Harder,2018
1zi7xx7UVEFkmKfv06H8x0,One Dance,88,173986,Drake,95.0,103039388.0,rap,Views,2016
1qINv30cwO8WCJeo4F7YTR,nose ring,0,169800,Lil Peep,82.0,15684530.0,"emo rap, cloud rap",HELLBOY,2016
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,77,221820,Dua Lipa,85.0,46886554.0,pop,Future Nostalgia,2020
2lFtnEmkIPm2ClN55e2chV,Black,58,211160,Dierks Bentley,65.0,3315988.0,country,Black,2016
2dpaYNEQHiRxtZbfNsse99,Happier,10,214289,Marshmello,80.0,34476607.0,edm,Happier,2018
433P7tDcIAi6NLnf4Sh6tI,Still Here,64,189853,Drake,95.0,103039388.0,rap,Views,2016
6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,66,202204,Sam Smith,81.0,26275803.0,soft pop,How Do You Sleep?,2019
6vnfObZ4Ys70SBAtti1xZ9,COFFEE BEAN,67,209115,Travis Scott,89.0,41119579.0,rap,ASTROWORLD,2018
2F5nK70URbVjwao6lRwX0P,Boys Will Be Boys,45,166266,Dua Lipa,85.0,46891061.0,pop,Future Nostalgia,2020
7zsXy7vlHdItvUSH8EwQss,Cold Water,68,185360,Major Lazer,73.0,6302021.0,moombahton,Cold Water,2016
4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),2,343150,Migos,74.0,14638268.0,trap,Culture,2017
3O8NlPh2LByMU9lSRSHedm,Controlla,72,245226,Drake,95.0,103067383.0,rap,Views,2016
3kpYJjvM8Ja6btr5hEJLWc,Venom - Music From The Motion Picture,67,269573,Eminem,88.0,104539036.0,"rap, hip hop",Venom (Music From The Motion Picture),2018
3cjF2OFRmip8spwZYQRKxP,Feel No Ways,76,240653,Drake,95.0,103067383.0,rap,Views,2016
0c0YHn3DIQLl1opsQDd9kO,Wish (feat. Trippie Redd) - Trippie Mix,82,176874,Diplo,77.0,2812821.0,moombahton,LIFE'S A TRIP,2018
4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),78,220487,Drake,95.0,103067383.0,rap,Dark Lane Demo Tapes,2020
2OWKDTonST8HNko3dBlPPp,Lost In Your Light (feat. Miguel),55,203769,Dua Lipa,85.0,46891061.0,pop,Dua Lipa (Deluxe),2017
5ZSl6gDoV6bPPxzmLeneV9,Rise,69,194407,Jonas Blue,72.0,3877733.0,tropical house,Blue,2018
1CUVN2kn7mW5FjkqXTR2W1,Perfect Strangers,2,196613,Jonas Blue,72.0,3877733.0,tropical house,Perfect Strangers,2016
6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),2,185351,Major Lazer,73.0,6302021.0,moombahton,Cold Water (feat. Justin Bieber & MØ),2016
6PfI6EeLNiNGVAVg11nv7D,Speed It Up,48,179021,Gunna,85.0,10348240.0,melodic rap,Drip or Drown 2,2019
2Lt3LhlDf1dAKsZfzCZsIF,you've got a friend in me (sing-a-long),33,99613,Christina Perri,71.0,4308239.0,soft pop,songs for carmella: lullabies & sing-a-longs,2019
4wuCQX7JvAZLlrcmH4AeZF,Cross Me (feat. Chance the Rapper & PnB Rock),60,206186,Ed Sheeran,88.0,122789460.0,soft pop,No.6 Collaborations Project,2019
5VD3oQilL00HfIEW6ICSQq,Toneladas,43,191586,Shakira,85.0,39788275.0,latin pop,El Dorado,2017
3aniWcwiiYKHpm3F5TdeKD,Teardrops,56,215003,Bring Me The Horizon,77.0,6632477.0,"metalcore, emo, screamo, rock, post-hardcore",Teardrops,2020
3NxAG2ni1lLa8RKL6a0INc,Childs Play,67,241400,Drake,95.0,103067383.0,rap,Views,2016
2QpGZOhTCHHiKmpSO9FW4h,Follow God,71,104591,Kanye West,89.0,31045858.0,rap,JESUS IS KING,2019
7EiZI6JVHllARrX9PUvAdX,Low Life (feat. The Weeknd),82,313546,Future,88.0,22675640.0,rap,EVOL,2016
